citekey	venue	volume	coder	codername	sidx	words	chars	syllables	fkscore	code	suffixes	topic	icount	ucount
SheBanKum22	EMSE	EMSE22	A	Lutz	8	11.5	66.5	18.0	51.1	design		design	0	0
SheBanKum22	EMSE	EMSE22	A	Lutz	8	11.5	66.5	18.0	51.1	method		method	0	0
SheBanKum22	EMSE	EMSE22	A	Lutz	9	28	174	47	36.4	result	:u1	result	0	1
SheBanKum22	EMSE	EMSE22	A	Lutz	10	17	111	35	15.4	result		result	0	0
SheBanKum22	EMSE	EMSE22	A	Lutz	11	20	134	36	34.3	result	:i1	result	1	0
SheBanKum22	EMSE	EMSE22	A	Lutz	12	30	193	53	26.9	result	:i2	result	2	0
BomBonGal22	IST	IST22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
BomBonGal22	IST	IST22	A	Lutz	2	30	201	59	10.0	background		background	0	0
BomBonGal22	IST	IST22	A	Lutz	3	13	70	20	63.5	background		background	0	0
BomBonGal22	IST	IST22	A	Lutz	4	17	99	28	50.2	background		background	0	0
BomBonGal22	IST	IST22	A	Lutz	5	1	10	NA	NA	h-objective		none	0	0
BomBonGal22	IST	IST22	A	Lutz	6	38	248	74	3.5	objective		objective	0	0
BomBonGal22	IST	IST22	A	Lutz	7	1	7	NA	NA	h-method		none	0	0
BomBonGal22	IST	IST22	A	Lutz	8	5	26	8	66.4	design		design	0	0
BomBonGal22	IST	IST22	A	Lutz	9	39	295	81	-8.5	design		design	0	0
BomBonGal22	IST	IST22	A	Lutz	10	9	62	18	28.5	design		design	0	0
BomBonGal22	IST	IST22	A	Lutz	11	1	9	NA	NA	h-result		none	0	0
BomBonGal22	IST	IST22	A	Lutz	12	12.5	75.5	23.5	22.4	summary		summary	0	0
BomBonGal22	IST	IST22	A	Lutz	12	12.5	75.5	23.5	22.4	a-result		result	0	0
BomBonGal22	IST	IST22	A	Lutz	13	1	11	NA	NA	h-conclusion		none	0	0
BomBonGal22	IST	IST22	A	Lutz	14	36	248	68	10.5	design		design	0	0
BomBonGal22	IST	IST22	A	Lutz	15	16	111	33	16.1	conclusion		conclusion	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	1	25	170	47	22.4	background		background	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	2	27	194	56	4.0	gap		gap	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	3	37	230	65	20.7	objective		objective	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	4	29	209	56	14.0	design		design	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	5	17	104	30	40.3	design		design	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	6	26	147	44	37.3	design		design	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	7	13	91	28	11.4	design		design	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	8	37	231	62	27.5	design		design	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	9	39	253	71	13.2	method		method	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	10	32	183	51	39.5	result		result	0	0
SahUraMah22	ICSE	ICSE22	A	Lutz	11	30	180	47	43.8	result		result	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	1	33	216	59	22.1	gap		gap	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	2	43	298	81	3.8	objective		objective	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	3	29	227	73	-35.6	method		method	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	4	14	101	28	23.4	method		method	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	5	35	231	65	14.2	result		result	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	6	18	117	33	33.5	conclusion		conclusion	0	0
ArdBotCop22	TOSEM	TOSEM22	A	Lutz	7	18	126	36	19.4	fposs		Outlook	0	0
ParBarMec22	TSE	TSE22	A	Lutz	1	20	111	35	38.5	background		background	0	0
ParBarMec22	TSE	TSE22	A	Lutz	2	11	83	24	11.1	background		background	0	0
ParBarMec22	TSE	TSE22	A	Lutz	3	17	114	30	40.3	background		background	0	0
ParBarMec22	TSE	TSE22	A	Lutz	4	12	81	24	25.5	gap		gap	0	0
ParBarMec22	TSE	TSE22	A	Lutz	5	11	93	25	3.4	gap		gap	0	0
ParBarMec22	TSE	TSE22	A	Lutz	6	30	187	52	29.7	gap		gap	0	0
ParBarMec22	TSE	TSE22	A	Lutz	7	30	211	57	15.6	objective		objective	0	0
ParBarMec22	TSE	TSE22	A	Lutz	8	8	48	14	50.7	design		design	0	0
ParBarMec22	TSE	TSE22	A	Lutz	9	26	185	55	1.5	design		design	0	0
ParBarMec22	TSE	TSE22	A	Lutz	10	21	145	39	28.4	design		design	0	0
ParBarMec22	TSE	TSE22	A	Lutz	11	15.5	99.0	26.5	30.7	method	:i1	method	1	0
ParBarMec22	TSE	TSE22	A	Lutz	11	15.5	99.0	26.5	30.7	result		result	0	0
ParBarMec22	TSE	TSE22	A	Lutz	12	8.0	57.5	15.5	26.7	result		result	0	0
ParBarMec22	TSE	TSE22	A	Lutz	12	8.0	57.5	15.5	26.7	method		method	0	0
ParBarMec22	TSE	TSE22	A	Lutz	13	NA	NA	NA	NA	ignorediff		none	NA	NA
ParBarMec22	TSE	TSE22	A	Lutz	13	12	85	22	39.6	result		result	0	0
ParBarMec22	TSE	TSE22	A	Lutz	14	9.0	65.0	18.0	19.4	design		design	0	0
ParBarMec22	TSE	TSE22	A	Lutz	14	9.0	65.0	18.0	19.4	result		result	0	0
ParBarMec22	TSE	TSE22	A	Lutz	15	14.0	92.5	25.0	27.3	method	:i1	method	1	0
ParBarMec22	TSE	TSE22	A	Lutz	15	14.0	92.5	25.0	27.3	result		result	0	0
AlDAhmMah22	IST	IST22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
AlDAhmMah22	IST	IST22	A	Lutz	2	25	209	61	-25.0	background		background	0	0
AlDAhmMah22	IST	IST22	A	Lutz	3	25	197	56	-8.0	gap		gap	0	0
AlDAhmMah22	IST	IST22	A	Lutz	4	31	228	68	-10.2	gap		gap	0	0
AlDAhmMah22	IST	IST22	A	Lutz	5	1	10	NA	NA	h-objective		none	0	0
AlDAhmMah22	IST	IST22	A	Lutz	6	28	195	59	0.2	objective		objective	0	0
AlDAhmMah22	IST	IST22	A	Lutz	7	1	7	NA	NA	h-method		none	0	0
AlDAhmMah22	IST	IST22	A	Lutz	8	17	116	34	20.4	design		design	0	0
AlDAhmMah22	IST	IST22	A	Lutz	9	5	41	13	-18.2	design		design	0	0
AlDAhmMah22	IST	IST22	A	Lutz	10	13	80	23	44.0	design		design	0	0
AlDAhmMah22	IST	IST22	A	Lutz	11	1	8	NA	NA	h-result		none	0	0
AlDAhmMah22	IST	IST22	A	Lutz	12	8.5	62.0	18.5	5.5	result		result	0	0
AlDAhmMah22	IST	IST22	A	Lutz	12	8.5	62.0	18.5	5.5	method		method	0	0
AlDAhmMah22	IST	IST22	A	Lutz	13	14	88	24	47.6	result	:i1	result	1	0
AlDAhmMah22	IST	IST22	A	Lutz	14	1	11	NA	NA	h-conclusion		none	0	0
AlDAhmMah22	IST	IST22	A	Lutz	15	29	242	71	-29.7	conclusion		conclusion	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	1	26	183	54	4.7	objective		objective	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	2	20	159	48	-16.5	design		design	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	3	25	184	54	-1.3	design		design	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	4	23	182	56	-22.5	result		result	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	5	8	63	20	-12.8	a-result		result	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	6	15	108	31	16.8	design		design	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	7	14	109	31	5.3	design		design	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	8	11	88	26	-4.3	design		design	0	0
LanRahFan22	TOSEM	TOSEM22	A	Lutz	9	15	105	31	16.8	design		design	0	0
JunTra22	IST	IST22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
JunTra22	IST	IST22	A	Lutz	2	20	174	52	-33.4	background		background	0	0
JunTra22	IST	IST22	A	Lutz	3	22	161	44	15.3	gap		gap	0	0
JunTra22	IST	IST22	A	Lutz	4	1	5	NA	NA	h-objective		none	0	0
JunTra22	IST	IST22	A	Lutz	5	14	115	34	-12.8	objective		objective	0	0
JunTra22	IST	IST22	A	Lutz	6	1	7	NA	NA	h-method		none	0	0
JunTra22	IST	IST22	A	Lutz	7	21	136	40	24.4	method	:u1	method	0	1
JunTra22	IST	IST22	A	Lutz	8	1	8	NA	NA	h-result		none	0	0
JunTra22	IST	IST22	A	Lutz	9	10	69	22	10.6	result		result	0	0
JunTra22	IST	IST22	A	Lutz	10	15	135	39	-28.3	result		result	0	0
JunTra22	IST	IST22	A	Lutz	11	19	132	33	40.6	result		result	0	0
JunTra22	IST	IST22	A	Lutz	12	22	170	51	-11.6	a-result		result	0	0
JunTra22	IST	IST22	A	Lutz	13	28	216	65	-18.0	a-result		result	0	0
JunTra22	IST	IST22	A	Lutz	14	1	12	NA	NA	h-conclusion		none	0	0
JunTra22	IST	IST22	A	Lutz	15	21	147	39	28.4	conclusion		conclusion	0	0
JunTra22	IST	IST22	A	Lutz	16	22	158	49	-3.9	conclusion		conclusion	0	0
JunTra22	IST	IST22	A	Lutz	17	19	150	44	-8.4	fneed		Outlook	0	0
UttPal22	ICSE	ICSE22	A	Lutz	1	17	110	33	25.4	background		background	0	0
UttPal22	ICSE	ICSE22	A	Lutz	2	24	153	47	16.8	background		background	0	0
UttPal22	ICSE	ICSE22	A	Lutz	3	20	142	44	0.4	background		background	0	0
UttPal22	ICSE	ICSE22	A	Lutz	4	23	151	39	40.0	background		background	0	0
UttPal22	ICSE	ICSE22	A	Lutz	5	22	143	41	26.8	objective		objective	0	0
UttPal22	ICSE	ICSE22	A	Lutz	6	27	160	51	19.6	design		design	0	0
UttPal22	ICSE	ICSE22	A	Lutz	7	31	195	58	17.1	design		design	0	0
UttPal22	ICSE	ICSE22	A	Lutz	8	23	131	39	40.0	result	:i2	result	2	0
UttPal22	ICSE	ICSE22	A	Lutz	9	15	101	31	16.8	method	:i1	method	1	0
UttPal22	ICSE	ICSE22	A	Lutz	10	16.0	100.0	32.0	5.2	a-method		method	0	0
UttPal22	ICSE	ICSE22	A	Lutz	10	16.0	100.0	32.0	5.2	result		result	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	1	13	92	26	24.4	background		background	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	2	33	230	69	-3.6	background		background	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	3	20	152	51	-29.2	background		background	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	4	10	75	21	19.0	background		background	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	5	15	103	31	16.8	objective	:u1	objective	0	1
GinMarMar22	EMSE	EMSE22	A	Lutz	6	20	140	39	21.6	a-method		method	0	0
GinMarMar22	EMSE	EMSE22	A	Lutz	7	21.5	146.5	43.5	-8.0	result	:i1	result	1	0
GinMarMar22	EMSE	EMSE22	A	Lutz	7	21.5	146.5	43.5	-8.0	fposs		Outlook	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	1	27	218	60	-8.6	background		background	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	2	35	193	57	33.5	background		background	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	3	37	236	64	22.9	objective		objective	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	4	24	147	44	27.4	method		method	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	5	10	56	16	61.3	method	:i1	method	1	0
CasZamNov22	EMSE	EMSE22	A	Lutz	6	33	199	58	24.6	method	:u1	method	0	1
CasZamNov22	EMSE	EMSE22	A	Lutz	7	17	126	38	0.5	method		method	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	8	22	162	46	7.6	result		result	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	9	22	139	38	38.4	result		result	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	10	38	221	60	34.7	result		result	0	0
CasZamNov22	EMSE	EMSE22	A	Lutz	11	NA	NA	NA	NA	ignorediff		none	NA	NA
CasZamNov22	EMSE	EMSE22	A	Lutz	11	29	203	58	8.2	result		result	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	1	17	123	34	20.4	gap		gap	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	2	33	195	51	42.6	objective		objective	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	3	25	187	53	2.1	design		design	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	4	35	193	57	33.5	design		design	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	5	35	252	68	6.9	design		design	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	6	10	68	21	19.0	method		method	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	7	10	68	14	78.2	method		method	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	8	22	137	36	46.1	result		result	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	9	17	102	26	60.2	result		result	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	10	13	98	26	24.4	result		result	0	0
LiWanNgu22	ICSE	ICSE22	A	Lutz	11	21	139	36	40.5	result		result	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	1	16	96	25	58.4	background		background	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	2	26	144	39	53.5	background		background	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	3	22	124	34	53.8	background		background	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	4	24	154	45	23.9	background		background	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	5	33	171	50	45.2	background		background	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	6	19	121	38	18.4	objective		objective	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	7	7	38	11	66.8	method		method	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	8	19	137	36	27.3	method		method	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	9	16.0	114.5	31.5	7.8	a-fposs		Outlook	0	0
ParKapHil22	TOSEM	TOSEM22	A	Lutz	9	16.0	114.5	31.5	7.8	a-conclusion		conclusion	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	1	9	64	17	37.9	background		background	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	2	28	194	50	27.3	objective		objective	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	3	29	201	51	28.6	method		method	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	4	15	106	29	28.1	result	:i1	result	1	0
MajModMen22	EMSE	EMSE22	A	Lutz	5	32	226	56	26.3	result		result	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	6	13.0	88.5	24.0	24.3	result	:i1	result	1	0
MajModMen22	EMSE	EMSE22	A	Lutz	6	13.0	88.5	24.0	24.3	conclusion		conclusion	0	0
MajModMen22	EMSE	EMSE22	A	Lutz	7	14.5	98.0	26.0	25.7	result	:i1	result	1	0
MajModMen22	EMSE	EMSE22	A	Lutz	7	14.5	98.0	26.0	25.7	conclusion		conclusion	0	0
CinCooPas22	TSE	TSE22	A	Lutz	1	20	119	33	46.9	background		background	0	0
CinCooPas22	TSE	TSE22	A	Lutz	2	24	158	42	34.4	background		background	0	0
CinCooPas22	TSE	TSE22	A	Lutz	3	31	200	57	19.8	background		background	0	0
CinCooPas22	TSE	TSE22	A	Lutz	4	27	183	48	29.0	gap		gap	0	0
CinCooPas22	TSE	TSE22	A	Lutz	5	41	292	82	-4.0	objective		objective	0	0
CinCooPas22	TSE	TSE22	A	Lutz	6	25	184	52	5.5	method		method	0	0
CinCooPas22	TSE	TSE22	A	Lutz	7	25.5	162.5	42.5	14.1	conclusion		conclusion	0	0
CinCooPas22	TSE	TSE22	A	Lutz	7	25.5	162.5	42.5	14.1	result		result	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	1	14	83	26	35.5	background		background	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	2	24	166	50	6.2	background		background	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	3	35	222	60	26.3	background		background	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	4	18	125	33	33.5	objective		objective	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	5	14	110	27	29.5	design		design	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	6	31	194	56	22.5	design		design	0	0
MasPasBav22	ICSE	ICSE22	A	Lutz	7	55	321	90	12.6	result		result	0	0
SunZhaFan22	IST	IST22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
SunZhaFan22	IST	IST22	A	Lutz	2	14	91	27	29.5	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	3	15	108	33	5.5	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	4	21	171	52	-24.0	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	5	14	96	26	35.5	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	6	21	127	35	44.5	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	7	18	106	29	52.3	background		background	0	0
SunZhaFan22	IST	IST22	A	Lutz	8	1	10	NA	NA	h-objective		none	0	0
SunZhaFan22	IST	IST22	A	Lutz	9	25	153	44	32.6	gap		gap	0	0
SunZhaFan22	IST	IST22	A	Lutz	10	17	112	35	15.4	objective		objective	0	0
SunZhaFan22	IST	IST22	A	Lutz	11	1	7	NA	NA	h-method		none	0	0
SunZhaFan22	IST	IST22	A	Lutz	12	21	122	37	36.5	design		design	0	0
SunZhaFan22	IST	IST22	A	Lutz	13	22	152	44	15.3	design		design	0	0
SunZhaFan22	IST	IST22	A	Lutz	14	29	177	51	28.6	design		design	0	0
SunZhaFan22	IST	IST22	A	Lutz	15	12	84	24	25.5	design		design	0	0
SunZhaFan22	IST	IST22	A	Lutz	16	1	8	NA	NA	h-result		none	0	0
SunZhaFan22	IST	IST22	A	Lutz	17	15	93	23	61.9	method		method	0	0
SunZhaFan22	IST	IST22	A	Lutz	18	16	113	34	10.8	method		method	0	0
SunZhaFan22	IST	IST22	A	Lutz	19	17	134	39	-4.5	result	:i1	result	1	0
SunZhaFan22	IST	IST22	A	Lutz	20	1	11	NA	NA	h-conclusion		none	0	0
SunZhaFan22	IST	IST22	A	Lutz	21	22.5	136.5	38.5	16.4	conclusion		conclusion	0	0
SunZhaFan22	IST	IST22	A	Lutz	21	22.5	136.5	38.5	16.4	claim		result	0	0
CheCheWan22	TSE	TSE22	A	Lutz	1	18	152	45	-22.9	background		background	0	0
CheCheWan22	TSE	TSE22	A	Lutz	2	25	162	47	22.4	background		background	0	0
CheCheWan22	TSE	TSE22	A	Lutz	3	27	181	48	29.0	background		background	0	0
CheCheWan22	TSE	TSE22	A	Lutz	4	18	109	32	38.2	background		background	0	0
CheCheWan22	TSE	TSE22	A	Lutz	5	23	154	43	25.3	background		background	0	0
CheCheWan22	TSE	TSE22	A	Lutz	6	27	172	47	32.2	objective		objective	0	0
CheCheWan22	TSE	TSE22	A	Lutz	7	19	121	33	40.6	design		design	0	0
CheCheWan22	TSE	TSE22	A	Lutz	8	18	103	27	61.7	method		method	0	0
CheCheWan22	TSE	TSE22	A	Lutz	9	14	76	20	71.8	result		result	0	0
CheCheWan22	TSE	TSE22	A	Lutz	10	35	213	63	19.0	result		result	0	0
CheCheWan22	TSE	TSE22	A	Lutz	11	29	182	53	22.8	result		result	0	0
CheCheWan22	TSE	TSE22	A	Lutz	12	9.0	68.0	22.0	-18.2	method		method	0	0
CheCheWan22	TSE	TSE22	A	Lutz	12	9.0	68.0	22.0	-18.2	a-result		result	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	1	27	201	58	-2.3	background		background	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	2	15	127	35	-5.8	background		background	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	3	35	238	69	4.5	background		background	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	4	14	106	31	5.3	objective		objective	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	5	24	147	45	23.9	design		design	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	6	18	138	42	-8.8	design		design	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	7	8	66	19	-2.2	design		design	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	8	11	86	24	11.1	design		design	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	9	17	137	41	-14.5	design		design	0	0
StrDinLin22	EMSE	EMSE22	A	Lutz	10	15	97	27	39.3	design		design	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	1	19	119	36	27.3	background		background	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	2	21	141	41	20.3	gap		gap	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	3	32	196	57	23.7	objective		objective	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	4	52	391	118	-37.9	design		design	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	5	21	124	39	28.4	design		design	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	6	17	107	29	45.3	design		design	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	7	16.0	111.5	31.0	10.4	conclusion		conclusion	0	0
NgoPasBri22	TOSEM	TOSEM22	A	Lutz	7	16.0	111.5	31.0	10.4	method		method	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	1	13	92	32	-14.6	background		background	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	2	37	258	79	-11.4	background		background	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	3	17	116	32	30.3	objective		objective	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	4	28	234	67	-24.0	design		design	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	5	12.0	89.5	24.5	9.8	result	:i2	result	2	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	5	12.0	89.5	24.5	9.8	method		method	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	6	19.5	106.5	29.0	41.4	result		result	0	0
PatZhaPap22	ICSE	ICSE22	A	Lutz	6	19.5	106.5	29.0	41.4	method		method	0	0
GaoZhuZha22	IST	IST22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
GaoZhuZha22	IST	IST22	A	Lutz	2	14	90	28	23.4	background		background	0	0
GaoZhuZha22	IST	IST22	A	Lutz	3	32	242	66	-0.1	background		background	0	0
GaoZhuZha22	IST	IST22	A	Lutz	4	14	100	29	17.4	gap		gap	0	0
GaoZhuZha22	IST	IST22	A	Lutz	5	1	10	NA	NA	h-objective		none	0	0
GaoZhuZha22	IST	IST22	A	Lutz	6	23	158	47	10.6	objective		objective	0	0
GaoZhuZha22	IST	IST22	A	Lutz	7	15	114	37	-17.1	objective		objective	0	0
GaoZhuZha22	IST	IST22	A	Lutz	8	17	111	32	30.3	objective		objective	0	0
GaoZhuZha22	IST	IST22	A	Lutz	9	1	7	NA	NA	h-method		none	0	0
GaoZhuZha22	IST	IST22	A	Lutz	10	32	221	70	-10.7	method		method	0	0
GaoZhuZha22	IST	IST22	A	Lutz	11	19	124	36	27.3	method		method	0	0
GaoZhuZha22	IST	IST22	A	Lutz	12	1	8	NA	NA	h-result		none	0	0
GaoZhuZha22	IST	IST22	A	Lutz	13	59	392	114	-16.5	result		result	0	0
GaoZhuZha22	IST	IST22	A	Lutz	14	1	11	NA	NA	h-conclusion		none	0	0
GaoZhuZha22	IST	IST22	A	Lutz	15	10	78	24	-6.4	conclusion		conclusion	0	0
GaoZhuZha22	IST	IST22	A	Lutz	16	21	150	43	12.3	conclusion		conclusion	0	0
GaoZhuZha22	IST	IST22	A	Lutz	17	18	113	32	38.2	fneed		Outlook	0	0
FraMénVog22	TSE	TSE22	A	Lutz	1	1	8	NA	NA	h-background		none	0	0
FraMénVog22	TSE	TSE22	A	Lutz	2	21	153	46	0.2	background		background	0	0
FraMénVog22	TSE	TSE22	A	Lutz	3	15	97	27	39.3	background		background	0	0
FraMénVog22	TSE	TSE22	A	Lutz	4	12	73	20	53.7	gap		gap	0	0
FraMénVog22	TSE	TSE22	A	Lutz	5	1	10	NA	NA	h-objective		none	0	0
FraMénVog22	TSE	TSE22	A	Lutz	6	32	211	57	23.7	objective		objective	0	0
FraMénVog22	TSE	TSE22	A	Lutz	7	1	7	NA	NA	h-method		none	0	0
FraMénVog22	TSE	TSE22	A	Lutz	8	12	89	27	4.3	method	:i1	method	1	0
FraMénVog22	TSE	TSE22	A	Lutz	9	16	117	35	5.5	method		method	0	0
FraMénVog22	TSE	TSE22	A	Lutz	10	1	8	NA	NA	h-result		none	0	0
FraMénVog22	TSE	TSE22	A	Lutz	11	9	55	16	47.3	method		method	0	0
FraMénVog22	TSE	TSE22	A	Lutz	12	14	86	26	35.5	result	:i1	result	1	0
FraMénVog22	TSE	TSE22	A	Lutz	13	13	83	23	44.0	result	:i1	result	1	0
FraMénVog22	TSE	TSE22	A	Lutz	14	22	145	38	38.4	result		result	0	0
FraMénVog22	TSE	TSE22	A	Lutz	15	29	186	51	28.6	result		result	0	0
FraMénVog22	TSE	TSE22	A	Lutz	16	21	167	49	-11.9	result		result	0	0
FraMénVog22	TSE	TSE22	A	Lutz	17	1	12	NA	NA	h-conclusion		none	0	0
FraMénVog22	TSE	TSE22	A	Lutz	18	9	61	16	47.3	conclusion	:timid	conclusion	0	0
FraMénVog22	TSE	TSE22	A	Lutz	19	33	222	58	24.6	fposs		Outlook	0	0
FraMénVog22	TSE	TSE22	A	Lutz	20	40	270	73	11.8	conclusion		conclusion	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	1	27	193	52	16.5	background		background	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	2	25	190	57	-11.4	gap		gap	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	3	24	164	47	16.8	objective		objective	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	4	18	143	44	-18.2	design		design	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	5	25	190	52	5.5	design		design	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	6	21	133	37	36.5	design		design	0	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	7	32.0	229.5	62.0	-22.0	result	:i3	result	3	0
ZhaFuLi22	TOSEM	TOSEM22	A	Lutz	7	32.0	229.5	62.0	-22.0	method		method	0	0
ChoGueSil22	IST	IST22	A	Lutz	1	2	9	NA	NA	h-background		none	0	0
ChoGueSil22	IST	IST22	A	Lutz	2	17	130	36	10.4	background		background	0	0
ChoGueSil22	IST	IST22	A	Lutz	3	1	10	NA	NA	h-objective		none	0	0
ChoGueSil22	IST	IST22	A	Lutz	4	35	255	75	-10.0	objective		objective	0	0
ChoGueSil22	IST	IST22	A	Lutz	5	1	7	NA	NA	h-method		none	0	0
ChoGueSil22	IST	IST22	A	Lutz	6	29	225	68	-21.0	design	:i1	design	1	0
ChoGueSil22	IST	IST22	A	Lutz	7	1	8	NA	NA	h-result		none	0	0
ChoGueSil22	IST	IST22	A	Lutz	8	23	165	51	-4.1	result		result	0	0
ChoGueSil22	IST	IST22	A	Lutz	9	1	11	NA	NA	h-conclusion		none	0	0
ChoGueSil22	IST	IST22	A	Lutz	10	20	122	36	34.3	conclusion		conclusion	0	0
ChoGueSil22	IST	IST22	A	Lutz	11	NA	NA	NA	NA	ignorediff		none	NA	NA
